苦楝皮,雄黄,槐皮
牛蒡,蝉蜕,黄酒
地肤子,荆芥,白茅根,甘草,木通
蛇床子,威灵仙,苦参,老葱头,缩砂壳,大黄
百部,枫子肉,土荆皮,槟榔,川椒,白及
轻粉,青黛,黄柏末,石膏
白酒,地肤子,当归,独活,石楠叶
凡士林,氧化锌,黄柏末,石膏,青黛,麻油
白酒,松叶
五倍子末,枯矾,铅粉,松香末
牛蒡,地肤子,赤芍,连翘,生地,茯苓皮
苦参等量,黄柏,大黄,黄芩
冰片,黄柏,密陀僧
蛇床子,白矾,川椒
蜈蚣
乌梢蛇,眼镜蛇,防己,鸡血藤,银环蛇,金环蛇
蝉衣,银花,防风,连翘,荆芥,黄连
僵虫,丹皮,茯苓,荆芥,丹参,川芎
枯矾,水银,枫子肉,轻粉,川椒,雄黄
蛇床子,防风,风仙透骨草,百部,蝉蜕,土荆皮
轻粉,瓦松,樟脑,熊油
牛蒡,苦参,白鲜皮,丹皮,赤芍,玄参
蛇床子,丹参,螵蛸,白砒,明矾
苦参,草乌,槐枝,藜芦,皮硝
蛇床子,川乌,草乌,川连,川柏,山栀
蛇床子,樟脑,芥穗,硇砂,枯矾,五倍子
水银,杏仁,雄黄
乌梢蛇,地肤子,连翘,银花,防风,茵陈
蛇床子,白鲜皮,地肤子,苦参,槿皮,蛇衣
冰片,轻粉,蜂白蜡,姜黄,甘草,当归
蝉衣,赤芍,防风,地龙,白术,鬼箭羽
荆芥,赤芍,红花,防风,桃仁,甘草
苦参,枫子肉,黄柏,水银,枯矾,丹参
苦参,苍耳子,明矾,王不留行
白藓皮,苦参,地肤子,柴胡,黄柏,蒲公英
皂刺,赤芍,红花,山甲,桃仁,黄耆
