苦楝皮,雄黄,槐皮
牛蒡,蝉蜕,黄酒
地肤子,荆芥,白茅根,甘草,木通
糠焦油,液化酚,地榆
白鲜皮,柴胡,防风,甘草,五味子,杏仁
威灵仙,苦参,甘草,山豆根,胡麻
胆草
水银,轻粉,闾茹,好茶
蛇床子,苦参,防风,荆芥,黄柏,芦荟
丹参
丹参,猪脂
丹参,止痒药膏
地肤子,白鲜皮,僵蚕,荆芥,白芷,茵陈
炉甘石,氧化锌,甘油
浮萍,蝉蜕,黄连,槐花,甘草,麻黄
浮萍,白藓皮,丹皮,丹参,陈皮,僵蚕
浮萍,白鲜皮,丹皮,丹参,陈皮,干姜皮
马齿苋
黄柏,青黛,滑石,石膏
冰片,螵蛸,青黛,石膏
乌梢蛇,白鲜皮,黄柏,金银花,甘草,独活
荆芥,丹皮,防风,赤芍,蝉蜕,栀子
苦参,僵蚕,荆芥,川芎,赤芍,防风
马齿苋,防风,川椒,瓦松,甘草,川文蛤
水银,核桃仁,大风子仁
水银,核桃仁,大风子仁
蛇床子,威灵仙,苦参,黄柏,明矾,苍术
蛇床子,威灵仙,苦参,缩砂壳,老葱头,当归
枫子肉,土荆皮,百部,槟榔,川椒,白及
轻粉,青黛,黄柏末,石膏
地肤子,白酒,独活,石楠叶,当归
凡士林,氧化锌,青黛,黄柏末,麻油,石膏
白酒,松叶
五倍子末,枯矾,铅粉,松香末
牛蒡,地肤子,蝉蜕,白蒺藜,茯苓皮,生地
黄柏,苦参等量,大黄,黄芩
冰片,黄柏,密陀僧
蛇床子,川椒,白矾
蜈蚣
乌梢蛇,七叶莲,眼镜蛇,蕲蛇,防己,钻地风
蝉衣,防风,荆芥,银花,乌蛇,黄连
僵虫,丹皮,丹参,茯苓,荆芥,防风
枫子肉,水银,枯矾,轻粉,川椒,雄黄
蛇床子,百部,防风,蝉蜕,土荆皮,茱萸
轻粉,瓦松,樟脑,熊油
牛蒡,苦参,白鲜皮,玄参,丹皮,大青叶
蛇床子,丹参,螵蛸,明矾,白砒
苦参,皮硝,槐枝,藜芦,草乌
蛇床子,枯矾,雄黄,山栀,川柏,川乌
蛇床子,樟脑,枯矾,川椒,雄黄,五倍子
水银,雄黄,杏仁
乌梢蛇,地肤子,防风,银花,白芷,防己
蛇床子,苦参,白鲜皮,槿皮,百部,地肤子
冰片,轻粉,甘草,白芷,姜黄,蜂白蜡
蝉衣,防风,鬼箭羽,赤芍,地龙,桂枝
桃仁,防风,红花,荆芥,僵蚕,赤芍
苦参,枫子肉,水银,枯矾,丹参,轻粉
苦参,王不留行,苍耳子,明矾
白藓皮,苦参,地肤子,柴胡,黄柏,蒲公英
红花,桃仁,赤芍,山甲,皂刺,黄耆
