丹参,川芎,甘草,莲子心,当归,薄荷
粳米,白糖,牛蒡
乳香,绿豆粉
连翘,薄荷,桔梗,甘草,木香,栀子
白酒,鲜仙人掌,杏仁,羌活
乳香,黄柏,地龙,黄连,大黄,黄芩
椒目,艾曲,细辛,干姜,黑附子,桂
油,葱,苎麻根,活鲤鱼,糯米,姜
香油,冰片面,白蜡,待温浓时再兑,轻粉面,以上8味药料
大戟,乳香,没药,葶苈,甘遂,黑牵牛
丛枝蓼,辅料,白花败酱草
车前子,青粱米
粳米,车前子
葱,赤小豆,辣椒,鸡汤,活鲤鱼1尾,陈皮
大腹子,紫苏,人参,桑白皮,五味子,甘草
蟾酥,血竭,枯矾,没药,乳香,铜绿
蟾酥,乳香,枯矾,没药,铜绿,胆矾
花椒,铜绿,青盐,李仁,蕤仁,杏仁
粳米,白糖,茶叶
冰片,没药,川军,乳香,赤芍,花粉
葶苈,紫苏,琥珀,陈皮,郁李仁,杏仁
续随子,甘遂,黑牵牛,全蝎,白牵牛,萝卜子
板蓝根,连翘,贝母,射干,白花蛇舌草,柴胡
白胶香,蓖麻子仁
橘核,煨莪术,煨三棱,青盐,荔枝核,酒炒破故纸
冰片,枯矾,龙衣,麝香5厘,陈皮,胭脂
西瓜霜,西丹参,西月石,老式大泥冰,濂珠,飞青黛
大梅片,瓜制枪消,真熊胆,珍珠,枣仁,关犀黄
西月石,梅冰,玄明粉,飞辰砂,炒僵蚕
冰片,硼砂,明矾丹参,山豆根,青黛,皮硝
硼砂,青鱼胆,人指甲,人中白,珍珠,贝母
大梅片,瓜制枪消,真熊胆,珍珠,明雄精,白玄明粉
紫荆皮,赤豆,白芷,菖蒲,独活
木蜡,川紫荆皮,白芷,独活,芍药
白芷,辛夷,冰片粉,液状石腊,麻油,薄荷
蒲公英,三七,赤芍,透骨草,自然铜,土鳖虫
没药,乳香,五倍子,赤芍,无名异,苏木
乳香,甘草,北细辛,苍术
鲜败酱草
蓖麻子
黑丑,五灵脂,香附
鲫鱼,巴豆
食盐,硼砂,火消,皂矾,朱砂,雄黄
蓖麻子
