珍珠母,磁石,酒曲,赭石,酒曲,半夏
枣仁,小麦,甘草
朱砂,天竺黄,琥珀,珍珠,钩藤,天麻
辰砂,丹参,郁金,山栀仁,黄芩,黄连
琥珀,天麻,丹参,天南星,麝香,白附子
枣仁,远志,贝母,陈皮,半夏,瓜蒌
茯神,柏子仁,干姜,当归,人参,陈皮
茯神,枣仁,金箔,远志,珍珠,辰砂
茯神,枣仁,琥珀,辰砂,人参,乳香
茯神,枣仁,朱砂,远志,琥珀,菖蒲
枣仁,辰砂,人参
安神膏,菖蒲,丹参,五味子
珍珠母,合欢皮,菖蒲,夜交藤,丹参,地黄
远志,芡实,石莲肉,麦冬,人参,莲须
茯神,枣仁,远志,琥珀,党参,白芍
茯神,朱砂,远志,天麻,麦门冬,白附子
茯神,枣仁,远志,菖蒲,党参,当归
茯神,枣仁,远志,芡实,牡蛎,当归
茯神,远志,菖蒲,麦冬,陈皮,半夏
菖蒲,龙齿
朱砂,地黄,当归,甘草,黄连
枣仁,天竺黄,琥珀,珍珠,丹参,天南星
合欢花,合欢皮,夜交藤,丹参,桑椹子,地黄
朱砂,琥珀,金箔,天麻,地黄,山药
茯神,菖蒲,当归,全蝎,龙胆草,黄连
茯神,枣仁,朱砂,白术,当归,白参
茯神,枣仁,珍珠母,朱砂,琥珀,夜交藤
朱砂,麦冬,天冬,知母,黄连
茯神,远志,铁粉,菖蒲,辰砂,天麻
茯神,远志,铁粉,菖蒲,辰砂,天麻
茯神,枣仁,朱砂,麝香,乳香,代赭石
辰砂,天南星,白矾,半夏
辰砂,天南星,白矾,半夏
远志,菖蒲,牛膝,黑附子,人参,茯苓
枣仁,桂枝,牡蛎,龙骨,人参,柴胡
大龟
茯神,远志,枸杞,牛膝,白芍,沉香
枣仁,夜交藤,淮小麦,百合,莲肉,甘草
朱砂,天麻,黄土,僵蚕,赤金,当归
朱砂,天竺黄,钩藤,丹参,天南星,僵蚕
粳米,白糖,鲜百合,杏仁
大米,芡实,山药,糯米,莲肉
枣仁,朱砂,麦门冬,生龙脑,人参,甘草
枣仁,远志,柏子仁,五味子,当归,黄耆
枣仁,朱砂,远志,柏子仁,党参,五味子
茯神,菖蒲,麦门冬,枸杞,柏子仁,当归
