苦楝皮,雄黄,槐皮
牛蒡,黄酒,蝉蜕
地肤子,荆芥,白茅根,木通,甘草
蛇床子,白鲜皮,轻粉,明矾,枯矾,百部
黄精,皂矾,醋,大黄,藿香
黄精,皂矾,醋,大黄,藿香
牛蒡,苦参,威灵仙,川芎,胡麻子,荆齐穗
赤芍,白及,红花,防风,当归
红信,棉子油,黄蜡
干胭脂粉,片脑,熟炉甘石,麝香,枯白矾
苦参,丹参,威灵仙,赤芍,荆芥,红花
槐角,地榆,防风,当归,枳壳,黄芩
水银,红矾,大风子,胡桃,丹参,枣仁
冰片,官粉,樟丹,五倍子,松香
蛇床子,枯矾,雄黄,川椒,五倍子,乌梅
扁蓄,楮桃叶,金钱草
轻粉,京红粉,元明粉
苦参,乌蛇,细辛,茯苓,秦艽,白蒺藜
牛蒡,浮萍,荆芥,丹皮,金银花,僵蚕
牛蒡,荆芥,丹皮,紫背浮萍,金银花,僵蚕
轻粉,樟脑,枯矾,冰片,滑石,升华硫磺
枯矾,六一散
桃仁,红花,荆芥,防风,当归
水银,红砒,大风子肉,胡桃仁
将药放入,去滓,斑蝥虫,文火化开,炸枯,滤清
葱白,川椒,菖蒲,艾叶
白鲜皮,生草,槐枝,黄连,黄柏,乳香
白藓皮,大青叶,黄柏,丹皮,赤芍,黄连
白鲜皮,大青叶,黄柏,丹皮,赤芍,黄连
皂刺,白鲜皮,全虫,威灵仙,苦参,荆芥
蛇床子,浮萍,白藓皮,全虫,赤芍,陈皮
蛇床子,浮萍,白鲜皮,全虫,赤芍,陈皮
凡士林,利马锥,京红粉
轻粉,黄柏,红粉,乳香,没药,薄荷
苦参,樟脑,百部,凤眼草,菊花
蛇床子,苏叶,苦参,枯矾,苍耳草,薄荷
蛇床子,苦参,明矾,荆芥,川椒,艾叶
氧化锌,糠馏油,花生油
糠馏油,氧化锌糊膏
液化酚,糠焦油,地榆
白鲜皮,柴胡,乌梅,防风,甘草,杏仁
苦参,威灵仙,山豆根,甘草,胡麻
胆草
水银,轻粉,好茶,闾茹
蛇床子,苦参,明矾,荆芥,黄柏,芦荟
丹参
丹参,猪脂
止痒药膏,丹参
白鲜皮,地肤子,荆芥,僵蚕,茵陈,白芷
炉甘石,氧化锌,甘油
浮萍,黄连,槐花,甘草,蝉蜕,麻黄
浮萍,白藓皮,干姜皮,丹皮,丹参,陈皮
浮萍,白鲜皮,干姜皮,丹皮,丹参,陈皮
马齿苋
黄柏,青黛,滑石,石膏
冰片,螵蛸,青黛,石膏
乌梢蛇,白鲜皮,黄柏,独活,金银花,白芷
赤芍,丹皮,荆芥,蝉蜕,栀子,薄荷
苦参,赤芍,荆芥,川芎,黄耆,僵蚕
马齿苋,瓦松,川文蛤,焰消,川椒,葱白
水银,大风子仁,核桃仁
水银,大风子仁,核桃仁
蛇床子,苦参,威灵仙,明矾,黄柏,苍术
蛇床子,苦参,威灵仙,当归,大黄,缩砂壳
土荆皮,枫子肉,百部,川椒,斑蝥,白及
轻粉,黄柏末,青黛,石膏
白酒,地肤子,石楠叶,独活,当归
凡士林,氧化锌,黄柏末,青黛,石膏,麻油
白酒,松叶
五倍子末,枯矾,松香末,铅粉
牛蒡,地肤子,赤芍,茯苓皮,桑白皮,地骨皮
苦参等量,黄柏,大黄,黄芩
冰片,黄柏,密陀僧
蛇床子,川椒,白矾
蜈蚣
乌梢蛇,银环蛇,75度纯粮酒,钻地风,蕲蛇,石南藤
蝉衣,银花,荆芥,黄连,乌蛇,甘草
丹参,僵虫,荆芥,丹皮,茯苓,川芎
水银,轻粉,枫子肉,枯矾,雄黄,川椒
蛇床子,土荆皮,大风子仁,百部,侧柏叶,斑蝥
轻粉,瓦松,樟脑,熊油
牛蒡,白鲜皮,苦参,大青叶,赤芍,丹皮
蛇床子,明矾,丹参,螵蛸,白砒
苦参,藜芦,槐枝,皮硝,草乌
蛇床子,枯矾,雄黄,川乌,山栀,川柏
蛇床子,枯矾,樟脑,雄黄,川椒,五倍子
水银,雄黄,杏仁
乌梢蛇,银花,地肤子,茯苓皮,鱼腥草,焦栀
蛇床子,槿皮,白鲜皮,苦参,地肤子,百部
轻粉,冰片,蜂白蜡,姜黄,白芷,甘草
蝉衣,地龙,赤芍,鬼箭羽,生姜,桂枝
桃仁,赤芍,红花,荆芥,僵蚕,薄荷
水银,轻粉,苦参,枫子肉,明矾,枯矾
苦参,明矾,王不留行,苍耳子
白藓皮,苦参,地肤子,柴胡,蒲公英,黄柏
皂刺,山甲,赤芍,红花,黄耆,桃仁
