珍珠母,磁石,酒曲,赭石,酒曲,半夏
枣仁,小麦,甘草
朱砂,天竺黄,琥珀,珍珠,天麻,防风
辰砂,郁金,黄芩,丹参,山栀仁,黄连
琥珀,天麻,乌蛇,丹参,麝香,龙脑
远志,枣仁,贝母,黄芩,陈皮,瓜蒌
茯神,柏子仁,炙草,干姜,人参,当归
茯神,金箔,远志,枣仁,辰砂,珍珠
茯神,枣仁,琥珀,辰砂,人参,乳香
茯神,远志,枣仁,朱砂,琥珀,菖蒲
枣仁,辰砂,人参
菖蒲,安神膏,五味子,丹参
珍珠母,夜交藤,菖蒲,合欢皮,丹参,五味子
远志,石莲肉,芡实,人参,麦冬,莲须
茯神,远志,枣仁,琥珀,黄耆,白芍
茯神,远志,朱砂,天麻,麦门冬,人参
茯神,远志,枣仁,菖蒲,黄耆,炙草
茯神,远志,枣仁,牡蛎,知母,生地
茯神,远志,菖蒲,麦冬,陈皮,杏仁
菖蒲,龙齿
朱砂,地黄,当归,黄连,甘草
枣仁,天竺黄,珍珠,琥珀,丹参,地黄
合欢花,夜交藤,合欢皮,桑椹子,丹参,地黄
金箔,朱砂,琥珀,天麻,防风,山药
茯神,菖蒲,当归,全蝎,龙胆草,黄连
茯神,枣仁,朱砂,生地,当归,白参
茯神,珍珠母,枣仁,朱砂,琥珀,合欢花
朱砂,知母,麦冬,天冬,黄连
茯神,远志,铁粉,辰砂,菖蒲,细辛
茯神,远志,铁粉,辰砂,菖蒲,细辛
茯神,枣仁,朱砂,麝香,乳香,代赭石
辰砂,白矾,天南星,半夏
辰砂,白矾,天南星,半夏
远志,菖蒲,黑附子,牛膝,桂心,人参
枣仁,牡蛎,桂枝,黄芩,人参,大黄
大龟
茯神,远志,熟地,枸杞,黄耆,白芍
枣仁,夜交藤,莲肉,百合,淮小麦,甘草
朱砂,天麻,赤金,大黄,僵蚕,当归
朱砂,天竺黄,苍术,丹参,钩藤,陈皮
白糖,粳米,鲜百合,杏仁
大米,芡实,山药,糯米,莲肉
枣仁,朱砂,麦门冬,人参,生龙脑,茯苓
远志,枣仁,柏子仁,黄耆,五味子,人参
远志,枣仁,朱砂,柏子仁,五味子,当归
茯神,菖蒲,柏子仁,熟地,枸杞,麦门冬
粳米,柏子仁,蜂蜜
粳米,柏子仁,蜂蜜
枣仁,柏子仁,牡蛎,五味子,浮小麦,白术
鹿角霜,柏子仁,鹿角胶,地黄,菟丝子
铅,水银
朱砂,白矾,黄丹,半夏
茯神,远志,菖蒲,麦门冬,丹参,人参
枣仁,大米,薏仁,山药,芡实,莲肉
檀香,枣仁,天竺黄,红花,北沙参,沉香
檀香,枣仁,天竺黄,红花,北沙参,沉香
枣仁,石灰华,乳香,诃子,木棉花,沉香
枣仁,石灰华,乳香,诃子,木棉花,沉香
朱砂,磁石,没药,乳香,人中黄,代赭石
朱砂,胆南星,巴豆,神曲
金箔,腻粉
茯神,天竺黄,远志,琥珀,辰砂,珍珠
远志,天竺黄,珍珠,琥珀,防风,天麻
枣仁,覆盆子,柏子仁,巴戟,枸杞,肉苁蓉
辰砂,琥珀,防风,天麻,麝香,全蝎
茯神,朱砂,琥珀,天麻,防风,人参
琥珀,珍珠,马宝,龙涎香,丹参
檀香,鹤虱,熊胆,牵牛,赤小豆,麝香
远志,覆盆子,菖蒲,巴戟,细辛,枸杞
茯神,丹皮,生地,辰砂染灯心20支,原麦冬,益元散
茯神,熟地,黑附子,郁金,龙齿,人参
茯神,远志,枣仁,熟地,酒炒白芍,当归
茯神,远志,朱砂,菖蒲,人参,麦冬
蝎梢,丁香,半夏
茯神,远志,枣仁,柏子仁,黄耆,五味子
茯神,枣仁,粟米
枣仁,辰砂,麦门冬,人参,全蝎,僵蚕
金箔,枣仁,辰砂,麦门冬,蚌粉,人参
陈曲,枸杞,肉苁蓉,桂,地黄,甘菊
朱砂,天竺黄,天麻,丹参,麝香,人参
茯神,天竺黄,远志,琥珀,菖蒲,天麻
菖蒲,麦门冬,贝母,陈皮,知母,丹参
米酒,丹参
辰砂,菖蒲,青龙齿,紫贝齿,丹参,琥珀末
枣仁,生地,麦冬,木通,玄参,茯苓
远志,覆盆子,菖蒲,柏子仁,熟地,生地
石灰华,珍珠,麝香等药味加工制成的丸剂,丹参,红花,草果
茯神,远志,菖蒲,麦门冬,地黄,天门冬
寒水石,牡蛎,桂枝,紫石英,干姜,白石脂
茯神,远志,枣仁,独活,细辛,防风
白糖等份,米粉,茯苓细粉
枣仁,粳米,茯苓粉
