当归,藁本,川芎,防风,芍药
蝎梢,天麻,天南星,川芎,防风
威灵仙,刘寄奴,红花,当归,白芥子
地龙,五灵脂,桃仁,红花,当归
山萸,酒炒破故纸,煨莪术,荔枝核,煨三棱
王不留行,黄耆,当归,川芎,通草
酒精,75,破故纸
地龙,赤芍,归尾,桃仁,红花
鹿角霜,伸筋草,党参,当归,川断
桂枝,粳米,石膏,知母,甘草
樟丹,枯矾,冰片,龙骨,麝香
蜈蚣,山甲,皂刺,没药,乳香
木瓜,桂枝,蜈蚣,防己,干地龙
桂枝,当归,通草,芍药,枣仁
白酒,大豆,麻子仁,乌蛇
地龙,白酒,乌芋
地龙,桃仁,元胡,当归,乌药
蜈蚣,淡干姜,熟地,生地,川乌
地龙,没药,木鳖子,乳香,肉桂
江米酒,丹参,川芎,杜仲
鸡血藤,橘核,丝瓜络,丹参,白芥子
鸡血藤,蒲公英,苍术,石斛,川断
鸡血藤,党参,黄芪,紫草,生地
红花,红花,草乌,朱砂,珍珠
木瓜,红花,草乌,川乌,乌梅
芎劳,防己,防风,独活,秦艽
桂枝,防己,甘草
蜈蚣,赤芍,白芍,钩藤,丹参
鸡血藤,赤芍,赤小豆,防己,当归
桃仁,红花,瓜蒌根,当归,柴胡
威灵仙,桂枝,没药,荆芥,防风
王不留行,刘寄奴,钩藤,防风,宽筋藤
鸡血藤,金银花,五月红,三白草,臭梧桐
桂枝,防风,芍药,麻黄,生姜
桂枝,红花,赤芍,归尾,防风
桂枝,赤芍,当归,枣仁,生姜
桂枝,赤芍,当归,枣仁,生姜
威灵仙,地龙,当归,白僵蚕,漏芦
茜草,五灵脂,远志,干地龙,薤白
红花,赤芍,丹参,川芎,降香
桂枝,党参,白芍,寄生,黄耆
桂枝,片姜黄,白芍,当归,寄生
白芍,黄芪,当归,川芎,地黄
蛇床子,明矾,陈米醋,白凤仙花,丹参
红花,当归,花椒,樟脑,肉桂
赤芍,益母草,丹参,当归,苍术
木瓜,桂枝,干地龙,丹参,当归
赤芍,伸筋草,片姜黄,归尾,续断
赤芍,红花,没药,酒归尾,乳香
红花,透骨草,三七,防己,归尾
地龙,蜈蚣,桃仁,山甲,川断
红花,刘寄奴,钩藤,当归,没药
丹参,当归,没药,乳香
丹参,当归,没药,乳香
地龙,天南星,没药,草乌,乳香
赤芍,红花,防风,酒归尾,丹皮
赤芍,刘寄奴,当归,川芎,生地
威灵仙,伸筋草,桃仁,红花,当归
茜草,伸筋草,刘寄奴,透骨草,松节
桂枝,当归,防风,黄芩,桔梗
赤芍,桃仁,当归,柴胡,元参
木瓜,槟榔,桔梗,生姜,紫苏
元胡,金铃子,白芍,煅瓦楞,香缘皮
威灵仙,桃仁,白芍,天麻,当归
橘络,片姜黄,透骨草,鸡血藤膏,丹参
天麻,羌活,官桂,防风,枣仁
天麻,天南星,当归,羌活,川芎
茜草,艾叶,丹参,当归,凌霄花
桂枝,丹参,阿胶,干姜,何首乌
白芍,当归,柴胡,黄芩,桔梗
蜈蚣,杭白芍,黄连,全蝎,金银花
桃仁,益母草,当归,川芎,炒芥穗
党参,牛膝,三棱,莪术,甘草
威灵仙,山楂,防风,薏仁,布渣叶
鹿角霜,赤芍,桃仁,白芥子,熟地
鸡血藤,蜈蚣,钩藤,天麻,寄生
威灵仙,地龙,木瓜,赤小豆,五灵脂
红花,白芍,丹参,朱砂,牛膝
木瓜,锁阳,当归,羌活,续断
木瓜,锁阳,白芍,当归,续断
瓜蒌根,防己,羌活,防风,柴胡
威灵仙,续断,当归,牛膝,海桐皮
赤芍,党参,黄耆,丹参,黄精
地龙,乌梢蛇,全虫,白花蛇,蜂房
地龙,五灵脂,草乌,木鳖子,乳香
鹿角霜,木瓜,当归,续断,羌活
桃仁,当归,乌药,青皮,陈皮
赤芍,红花,丹参,黄连,玫瑰花
木瓜,白芍,续断,当归,苍术
木瓜,茜草,王不留行,丹参,牛膝
大力子,白芍,当归,川芎,羌活
地龙,川芎,牛膝,玉米须,地骨皮
鹿角霜,水蛭,甲珠,大伸筋,天丁
党参,白芍,丹参,当归,山药
乌头,天南星,木香,黑附子
桂枝,蜈蚣,乌梢蛇,川芎,全蝎
威灵仙,桂枝,白芍,当归,丹参
威灵仙,白芍,当归,川芎,秦艽
党参,枣仁,干姜,茱萸,甘草
威灵仙,鸡血藤,桂枝,蜈蚣,橘络
威灵仙,木瓜,五灵脂,天麻,当归
乌药,当归,川芎,羌活,防风
桃仁,红花,白芍,当归,川芎
桂枝,桃仁,赤芍,郁金,穿山甲
桃仁,赤芍,红花,白芍,当归
桃仁,红花,乌药,牛膝,柴胡
牛子,桃仁,赤芍,红花,白芍
木瓜,蜈蚣,赤芍,川芎,全蝎
真辽人参,柿霜饼,防风,麝香,石膏
野芋头等量,天南星,草乌,川乌,半夏
党参,牛膝,三棱,莪术,甘草
赤芍,红花,白酒,天南星,羌活
红花,蒲公英,赤芍,薄荷,酒军
蜈蚣,党参,白芍,当归,羌活
鸡血藤,木瓜,白酒,寄生,五加皮
黄芪,当归,防风,牛膝
赤芍,大豆,防己,干地龙,牛膝
威灵仙,桂枝,桃仁,红花,元胡
赤芍,红花,当归,川芎,熟地
桃仁,红花,丹参,没药,延胡索
五灵脂,丹参,九香虫,三七,延胡索
橘络,蒲公英,丝瓜络,橘叶,全瓜蒌
木瓜,透骨草,红花,续断,当归
鸡血藤,白芍,丹参,当归,没药
天麻,蝎梢,藁本,黄耆,当归
天麻,当归,羌活,牛膝,独活
赤芍,金铃子,丹参,砂仁,延胡索
地龙,鸡血藤,蜈蚣,赤芍,当归
鸡血藤,乌梢蛇,防己,眼镜蛇,石南藤
乌梢蛇,酒
桃仁,赤芍,红花,丝瓜络,当归
威灵仙,地龙,刘寄奴,丹参,川芎
桃仁,生姜汁2滴,淡竹沥60毫升,犀角汁20毫升,生地
桂枝,三七,丹参,山楂,黄芪
蚯蚓,天南星,当归,苍术,羌活
木瓜,桂枝,赤芍,甲珠,没药
二郎箭,白花草,九头狮子草,老君髯
赤小豆,晚蚕沙,防己,薏仁,山栀
地龙,桂枝,五灵脂,赤芍,当归
鸡血藤,党参,赤芍,当归,没药
鹿角霜,水蛭,甲珠,锁阳,片子姜黄
桃仁,党参,地鳖虫,炮山甲粉,栀子
桂枝,益母草,丹参,川芎,五味子
当归,川芎,芍药,枳壳,桔梗
白糖,夜交藤,粳米,枣仁
木瓜,白芍,当归,防风,熟地
地龙,天南星,天麻,没药,川芎
赤芍,山楂,黄精,佛手,五味子
5条,当归,30克,30克,30克
当归,没药,乳香,厚朴,陈皮
桃仁,赤芍,红花,山甲,黄耆
威灵仙,地龙,寄生,片姜黄,三七
威灵仙,地龙,鸡血藤,木瓜,伸筋草
