丹参
蒲公英,金银花
金银花,蒲公英
金银花
牛蒡,连翘
金银花
芙蓉叶
冰片
金银花
姜黄,黄柏,白芷
白酒
赤芍,海藻,昆布
花粉,元参,桅子,连翘
冰片
冰片
贝母,乌药,人参
白酒
没药
红芽大戟,续随子
没药,金银花
酸石榴,甜石榴,清酒
生枳,车前子,车前草
冰片
白芷,黄柏
人参,官桂,紫苏
如意金黄散
赤芍,金银花
大腹子
芙蓉叶
大黄末,黄柏末
草乌,狼毒
粳米
西丹参,大梅片,硼砂
人参,白芷
马钱子
连翘,白芷,黄柏
北防风,白菊花
芙蓉叶
芙蓉叶
没药
葶苈
葶苈
乳香,没药
莱菔,连翘,夏枯草,僵蛹
粳米
没药,乳香
白酒
灯心草
白樟柳根,赤小豆
乳香,没药
穿山甲,蚕蜕,猪蹄蜕
白芷
穿山甲,白芷
水牛角浓缩粉,连翘,牛蒡,赤芍
生姜皮,茯苓皮
银花,蒲公英
没药
冰片
升麻22
芙蓉叶
葶苈,生姜皮
芙蓉叶
乳香
黄柏,姜黄,散血草
黑牵牛,通脱木
蒲公英
冰片
蒲公英,芙蓉叶
连翘,蓖麻仁
银花
连翘,元参,花粉
蚯蚓
金银花,没药
大戟,葶苈
乳香,硼砂
癞虾蟆草
乳香,没药
冰片
粳米
乳香,没药
冰片
赤芍,乳香,没药
金银花,没药
葶苈
麻黄
败酱
瓜蒌仁
黑牵牛头末
石苇,制萸肉
乳没,乌药
瓜蒌,麻油,零香,麻黄蓍,白芨
血竭
北芪,辛荑花,白芷,杭菊
蟾酥
金银花
赤芍,金银花
乳香,没药
五倍子
没药
紫菀,贝母,桑白皮,猪苓
金银花
蒲公英
血竭,儿茶
九龙川,土鳖虫,豆豉姜,猪牙皂,香加皮,买麻藤,香樟,两面针,碎骨木,羊耳菊,千斤拔,朱砂根,横经席,穿壁风,鹰不扑
没药,儿茶,血竭
