牛黄,雄黄,大黄,桔梗,冰片
红药子,虎杖,麻油,冰片
虎杖,茵陈,板蓝根,蒲公英
川朴消,淡竹叶,蓝叶,木通,栀子,朱砂,苏枋
红藤,金银花,紫花地丁,连翘,乳香,丹皮,大黄
滑石,甘草,琥珀,青黛
獾油,冰片面
赤芍,板蓝根,金银花,玄参,夏枯草,何首乌
玄参,川芎,蒲公英,土茯苓
杭川芎,锦庄黄,实黄芩,厚川柏,薄荷叶,粉滑石,尖槟榔,陈枳壳,净连翘,京赤芍
槐花,金银花,黄柏,滑石,升麻
核桃肉,山慈菇,黄酒
土茯苓,白芷,白鲜皮,金银花,木通
京赤芍,败酱草,丹皮,蒲公英,金银花,地丁,大黄
化毒散,祛湿药膏
人中黄,连翘,升麻,玄参,牛蒡子,赤芍,荆芥,蝉衣
黑玄参,肥知母,生石膏,川黄连,青连翘,干生地,凌霄花
鸡血藤,玄参,双花,乳香,土茯苓
生大黄,蒲公英,红藤
金果榄,黄精,密蒙花,谷精草,急性子
金银花
金银花
大黄,连翘,生石膏,牛蒡子,金银花,生栀子,天花粉,麦冬,玄参,青黛,玄明粉
雄黄,川牛膝,大黄,广木香,海金沙
大黄,银藤,生石膏,丹皮,连翘,栀子,赤芍
人参三七,嫩滑石,真琥珀,珍珠
金银花,酒黄芩,秦皮,赤芍
蒲公英,野菊花,大青叶,紫花地丁,蚤休,花粉,赤芍
连翘,白芷,冬青油,薄荷脑,冰片,汽油,橡胶,羊毛脂,氧化锌,凡士林
连翘,葛根,柴胡,当归,生地,赤芍,桃仁,红花
金银花,玄参,蒲公英,紫花地丁
金银花,连翘,赤芍,酒黄芩,天花粉,荆芥
夏枯草,鸡血藤,泽兰,金银花,玄胡,郁金,乳香,玄参
升麻,生石膏,丹皮,芦根,蒲公英,地丁,山豆根,连翘,大黄
连翘,板蓝根,僵蚕,川楝子,薄荷
金银花,连翘,蒲公英,天花粉,赤芍,薄荷
金银花,连翘,天花粉,白芷,赤芍
金银花,连翘,蒲公英,地丁,黄柏,桔梗,黄芪,乳香
绿豆,连翘,天花粉,雄黄,山慈菇
木通,归尾,犀角,紫草茸,牛蒡子,茜根
连翘,金银花,蒲公英,败酱草,冬瓜子,赤芍,丹皮,甘草节
西洋参,南北沙参,黑玄参,佛手参,干生地,紫丹参,双花,蒲公英,二冬
板蓝根,贯众,青黛
小蓟,虎杖,蒲公英,鱼腥草,败酱草
金银花,白头翁,秦皮,大黄,仙鹤草
生地,白芍,川芎,知母,贝母,地骨皮,麦冬,升麻,犀角
荆芥,连翘,牛蒡子,升麻,玄参,黄柏,桔梗
连翘,山栀,黄连,芍药,金银花
金银花,连翘,射干,板蓝根,天花粉,京赤芍,淡竹叶
麝香,牛黄,炉甘石,雄黄,冰片
水牛角浓缩粉,牛黄,玳瑁,朱砂,雄黄,琥珀,冰片
乳香,牛黄,冰片,熊胆,朴消霜,青鱼胆,黄柏,孩儿茶,白占
栀子,薄荷叶,黄连,升麻,鸡内金
君达莱,粳米
川黄连,黄柏,白僵蚕,乳香,香白芷,槐枝,白鲜皮,生草
金银花,连翘,马勃,射干,牛蒡子,山豆根,板蓝根,大青叶,桔梗
马勃,薄荷,蒲公英,瓜蒌,玄参,苦桔梗,赤芍,草河车,郁金,蜂房
金银花,蒲公英,连翘,赤芍,白芷
金银花,蒲公英,连翘,赤芍,白芷
赤芍,茜草根,蝉衣,白藓皮,金银花
赤芍,白芍,茜草根,白茅根,蝉衣,白鲜皮,金银花
桔梗,牛蒡子,射干,玄参
金银花,连翘,野菊花,蒲公英,天花粉
龙胆草,金银花,连翘,木通,丹皮,六一散,大青叶
丹皮,茜草根,川连,山慈菇,荆芥炭
赤芍,川芎,炮山甲,夏枯草,板蓝根
雄黄,砂,山豆根,硼砂,芒硝,射干,青黛,鲜狗胆
金银花,绿豆衣,明矾,蝉蜕,僵蚕
连翘,瞿麦,滑石,牛子,车前子,木通,炒栀仁,荆芥,赤芍,蝉退
茵陈,山栀,石菖蒲,白蔻,薄荷,滑石,木通
生地,玄参,麦冬,黄芩,连翘
板蓝根,鱼腥草,贯众,虎杖,紫草,丹皮,赤芍
金银花,赤芍,绵马贯众
京墨,胡黄连,熊胆,儿茶,冰片,牛黄
芙蓉叶,真熊胆,文蛤,真西黄,川贝母,梅花冰片,真麝香,真陈京墨
天冬,麦冬,玄参,金银花
白花蛇舌草,马齿苋,生苡仁,夏枯草,板蓝根,赤芍,紫草
金银花,蒲公英,败酱草,连翘,白花蛇舌草,赤芍,大黄,川楝子
金银花,蒲公英,丹皮,大黄,川楝子,赤芍
川楝子,金银花,大黄
金银花,大青叶,败酱草,蒲公英,川楝子,生大黄,赤芍,滑石粉,红藤
红藤,三颗针,大黄,丹皮,川楝子
红藤,地丁草,川楝子
金银花,蒲公英,夏枯草,红藤,连翘
连翘,苦参,薄荷,花粉,赤芍,黄柏,地丁,大黄,金银花
羌活,桔梗,金银花,连翘,荆芥,薄荷叶,川芎
连翘,黄柏,金银花,苦参,地丁,薄荷,天花粉,赤芍,大黄
连翘,桔梗,玄参,赤芍,山栀,射干,天花粉
连翘,金银花
绿豆,白菜心,粳米
绿豆,北粳米
绿豆,白菜心
绿豆,白糖
败酱草,金银花,白花蛇舌草,赤芍,仙鹤草,黄柏
金银花,白芷,川芎,夏枯草
穿心莲粉,猪胆汁粉,枯矾
漏芦,大青叶,升麻,玄参,牛蒡子,苦桔梗,连翘
金银花,黄柏,萆解,茵陈,灯芯4扎,苡米
生石膏,连翘,大青叶,丹皮,赤芍,淡竹叶,桔梗,水牛角
川楝子,郁金,泽兰,山栀,枳实
板蓝根,蚤休,白花蛇舌草,丹皮,赤芍,白藓皮,苦参,土茯苓,僵蚕
连翘,金银花,栀子,玄参,麦冬,芦根,蝉衣,板蓝根,大黄
珍珠粉,犀牛黄,雄黄,蟾酥,冰片
珍珠粉,犀牛黄,雄黄,蟾酥,冰片
马齿苋,大青叶,紫草,败酱草,黄连,煅龙牡
马齿苋,绿豆
马齿苋
牛黄,珍珠,炉甘石,硼砂,冰片
鲜茅根,大米
牛黄,珍珠,蟾酥,熊胆,雄黄,朱砂,硼砂,乳香,冰片
蒲公英,粳米
蒲公英
蒲公英,野菊花
丹皮,赤芍,生石膏,金银花,连翘
玄参,连翘,板蓝根,马勃,白僵蚕,升麻,桔梗
犀角,羚羊角,贝子,升麻
青黛,滑石,黄柏
青蒿,银柴胡,桔梗,连翘,金银花,板蓝根
蛤粉,轻粉,生黄柏,青黛
煅石膏,煅人中白,青黛,薄荷,黄柏,川连,炒月石,冰片
鲜芹菜,蜂蜜
黄芪,忍冬藤,忍冬叶,甘草节
黄芩,连翘,黄连,黄柏,赤芍
秦艽,玄参,犀角屑,牛蒡子,川升麻
秦艽,漏芦,乌蛇,黄连,苦参,川大黄
闹羊花根皮,归身,威灵仙,荆芥,玄参,花粉
全蝎,大黄,双花
泽兰,双花,玄参,钩藤,生黄芪,米壳,薏米,鸡血藤,蟾酥
生清油,茶叶
金银花,麦冬,玄参,薏仁
金银花,蒲公英,连翘,大黄,红藤,丹皮
甘草节,真豆粉,大朱砂,梅花片,牛黄
苦参,冰片,香油
连翘,金银花,蒲公英,紫花地丁,丹皮,赤芍,冬瓜子
金银花,玄参,地黄,连翘,栀子,板蓝根,麦冬
金银花,连翘,丹皮,赤芍,蒲公英,败酱草,玄参,麦冬,天花粉,茜草根,白藓皮
黄连,山栀,连翘,川芎,芍药,金银花
太子参,黄芪,蒲公英,皂刺,双花
地丁,蒲公英,双花,赤芍,决明子,薄荷,蝉衣,黄精
栀子,水牛角,板蓝根,金银花
薄荷,金银花,野菊花,沙参,土茯苓
紫草,大黄面,香油,黄蜡
芙蓉叶,桑叶,白及,大黄,黄柏,紫车前,白芷,雄黄,赤小豆
千里光,卷柏,羌活,决明子,川芎,白芷
蒲公英,虎杖,北败酱,半枝莲
蒲公英,天花粉,鸡血藤,赤芍,漏芦,玄参,夏枯草,连翘
鼠粘子,桔梗,青皮,升麻,花粉,玄参,桅子,黄连,连翘,白术
连翘,丹皮,大青叶,板蓝根,半枝莲,茵陈
玄参,金银花,紫花地丁
大黄,黄芩,牵牛,滑石,薄荷,黄连,川芎
白芷,乳香,天花粉,金银花
桑叶,豆豉,牛蒡,桔梗,土贝,人中黄,霍石斛,西河柳
郁金,白及,白芷,大黄,黄柏,绿豆粉
射干,天竺黄,马牙消,犀角屑,玄参,白矾,白药,黄药
黄连,土大黄,黄柏,芙蓉叶,泽兰叶
乳香,黄芪,金银花,刘寄奴,玄参,牛膝
玄参,金银花
金银花,连翘
金银花,连翘
金银花,连翘
升麻,干葛,生山楂,僵蚕,蝉蜕
翼首草,榜嘎,节裂角茴香,莪大夏,铁棒锤叶,五脂灵膏,牛黄
榜嘎,波棱瓜子,秦艽花,獐牙菜,巴夏嘎,苦荬菜,洪连,小檗皮,节裂角茴香,金腰草,牛黄,止泻木子
大黄,盐酸小檗碱,黄芩浸膏
栀子,黄柏,赤芍,青皮,金银花,花粉,射干,玄参
金樱根,菝葜,羊开口,金沙藤,积雪草
黄芩,苦参,干地黄
金银花,白花蛇舌草,鱼腥草,车前草,黄柏,小蓟
桑叶,薄荷,连翘,牛蒡子,赤芍,蝉衣,紫花地丁
紫草,丹皮,连翘,川连,木通,赤芍,桔梗,荆芥,蝉蜕,栀子,羌活,炒芩
双花,蒲公英,生石膏,龙胆草,土茯苓,虎杖,赤芍,蝉蜕
黄连,金银花,连翘,赤芍,牛膝,桔梗,黑山栀,薄荷,木通
天天果,白酒
紫背浮萍,苍术,苍耳草,苦参,僵蚕,钩藤,稀莶草
海螵蛸,硫黄,冰片
白芷,连翘,花粉,荆芥,甘草节,牛蒡子,乳香,金银花
鹿衔草,鱼腥草,白花蛇舌草,车前子
桔梗,玄参,青黛,牙消,人参,银箔,麝香
水牛角浓缩粉,连翘,青黛,牛蒡子,玄参,地黄,桔梗,芒硝,赤芍
石钟乳,朱砂,珍珠,冰片,琥珀
金银花,玄参,麦冬
金银花,野菊花,蒲公英,紫花地丁
牛黄,朱砂,黄连,黄芩,栀子,郁金
新鲜苋菜,粳米
玄参,升麻22,大黄,犀角
玄参,升麻,甘草
升麻,黄连,连翘,桔梗,鼠粘子,玄参,白僵蚕
犀黄,乳香,没药,麝香,黄米饭
犀角,牛子,荆芥,连翘,栀子,马勃,大贝,蝉衣,赤芍,桔梗
犀角,连翘,鼠粘子,荆芥,忍冬
犀牛皮,苦参,山豆根,白藓皮,炮穿山甲,赤芍,蚤休
犀角,连翘,栀子,马勃,人中白,金银花,玄参,生石膏,川黄连
青蒿,水牛角浓缩粉,荆芥穗,大黄
川芎,赤芍,升麻,干葛,黄柏,连翘,羌活,金银花,蝉退
黄连,山栀仁,生贝母,海昆布,桔梗,紫背天葵,玄参,连翘,薄荷叶
五倍子,苦参,射干,炮山甲,煅牡蛎,火麻仁
孩儿茶,冰片,熊胆,黄连,寒水石,硼砂
金银花,大黄,地龙,槐花,赤芍
金银花,蒲公英,荆芥,连翘
青皮,浙贝母,天花粉,蒲公英,连翘
金银花,蒲公英,牛蒡子,芙蓉叶,天花粉
黄连,大黄,金银花,花粉,木通,青皮,赤芍,淡竹叶
金银花,连翘,白蒺藜,荆芥,白芷,牛蒡子,白鲜皮
半枝莲,白花蛇舌草,蚤休,山豆根,金银花,蒲公英
金银花,紫背天葵,天花粉
连翘,金银花,瓜蒌
秦皮,黄柏,决明子,黄连,蕤仁,栀子
龙胆草,当归尾,黄连,滑石
朱砂,川贝母,胆南星,玄参,大青叶,关木通,西河柳,赤芍,牛蒡子,冰片,水牛角浓缩粉,薄荷脑
金银花,连翘,牛蒡子,蒲公英,牛黄
板蓝根,葛根,金银花,水牛角,连翘,大黄
黄柏,灯心草,栀子,钩藤,雄黄,黄连,朱砂,龙胆,大黄,薄荷素油
连翘,大青叶,板蓝根,地黄,薄荷
连翘,大青叶,板蓝根,地黄,薄荷
牛黄,珍珠,雄黄,大黄,天花粉,川贝母,赤芍,乳香,冰片
白芍,薄荷,天花粉,金银花
生石膏,玄参,连翘,粳米
鱼腥草,败酱草,金银花,海金沙,苦参,车前草,地肤子,千里光,白花蛇舌草
小百部,藤苦参,苦冬瓜,箭根薯,羊耳菊根,蔓荆子茎及叶
乳香粉,青黛面,黄连膏
金银花提取物,黄芩提取物
双花,蒲公英,45
金银花,野菊花,生石膏
金银花,连翘,桔梗,红藤,鱼腥草
金银花,蜂蜜
金银花,地丁,犀角,连翘,丹皮,川连,夏枯草
金银花,山豆根,蚤休,天花粉,浙贝母,赤芍
金银花
金银花,连翘,辛夷,山栀,桑叶,荆芥,薄荷,桔梗
金银花,连翘,薄荷,荆芥,牛蒡子,桔梗,淡竹叶
金银花,连翘,薄荷,荆芥,牛蒡子,桔梗,淡竹叶
金银花,连翘,薄荷,荆芥,牛蒡子,桔梗,淡竹叶
金银花,连翘,红藤,败酱草,丹皮,山栀,赤芍,川楝子
连翘,金银花,苦桔梗,薄荷,芥穗,牛蒡子
金银花,连翘,蒲公英,龙胆草,大黄,蝉衣,青葙子,栀子
金银花,连翘,升麻,红藤,蒲公英,紫花地丁,大青叶,桔梗,茵陈
鲜野苋草全草,白糖
茯苓皮,茵陈,苡仁,白芷,地肤子,金银花,连翘,鱼腥草
茵陈,蒲公英,白糖
黄芪,太子参,黄精,麦冬,女贞子,白花蛇舌草,半枝莲,蒲公英,小蓟
玄参,滑石,贯众,山豆根,寒水石,硼砂
六一散,枯矾,黄柏,冰片
金银花,山豆根,硼砂
生乌犀,生玳瑁,琥珀,朱砂,雄黄,牛黄,安息香,金银箔
寒水石,滑石,玄参,升麻,芒硝,硝石,水牛角浓缩粉,朱砂
紫草,连翘,鼠粘子,荆芥,山豆根
紫花地丁,大黄,金银花,甘草节
朱砂,轻粉,冰片
皂角,蛤粉
珍珠,西黄,铅粉,密陀僧,熟石膏,冰片,大黄,寒水石,人中黄
泽兰,虎杖,土茯苓,板蓝根,蒲公英,茵陈
蒲公英,黄柏,赤芍,丹皮,土茯苓,白芷
玄参,麦冬,赤芍,花粉,金银花,连翘
苦楝皮,雄黄,槐皮
