活血止痛,70,98.59
疼痛,20,28.17
跌打损伤,12,16.9
麻木,11,15.49
手足,10,14.08
祛风,9,12.68
寒湿,8,11.27
不足,7,9.86
清热解毒,7,9.86
筋骨,7,9.86
损伤,6,8.45
瘀血,6,8.45
风湿,6,8.45
四肢,6,8.45
散寒,6,8.45
肝肾,5,7.04
酸痛,5,7.04
通络,5,7.04
骨节,5,7.04
腰腿疼,4,5.63
腹痛,4,5.63
疮疡,4,5.63
流注,4,5.63
气滞,4,5.63
积聚,3,4.23
腰腿,3,4.23
拘挛,3,4.23
男子,3,4.23
祛风除湿,3,4.23
疏肝,3,4.23
作痛,3,4.23
经脉,3,4.23
祛湿,3,4.23
散风,3,4.23
解毒,3,4.23
心痛,3,4.23
打扑,3,4.23
腰痛,3,4.23
肿痛,3,4.23
红肿,3,4.23
发热,3,4.23
半身不遂,3,4.23
遍身,3,4.23
消肿,3,4.23
恶寒,3,4.23
闪腰,3,4.23
血瘀,3,4.23
清热,3,4.23
疝气,3,4.23
一切,2,2.82
栓塞,2,2.82
横痃,2,2.82
风邪,2,2.82
袭于,2,2.82
湿热,2,2.82
体虚,2,2.82
强筋,2,2.82
下注,2,2.82
岔气,2,2.82
脚气,2,2.82
舒筋活络,2,2.82
属于,2,2.82
无名肿毒,2,2.82
坠车,2,2.82
痞块,2,2.82
凉血,2,2.82
落马,2,2.82
隐涩,2,2.82
化痰,2,2.82
内伤,2,2.82
进袭,2,2.82
肢体,2,2.82
浮肿,2,2.82
腐生,2,2.82
瘰疬,2,2.82
胬肉,2,2.82
初起,2,2.82
顽麻,2,2.82
健脾,2,2.82
壮骨,2,2.82
溃烂,2,2.82
痛风,2,2.82
扭伤,2,2.82
渐成,2,2.82
除湿,2,2.82
扑闪,2,2.82
接骨,2,2.82
不能,2,2.82
筋脉,2,2.82
赤丝,2,2.82
利湿,2,2.82
羞明,2,2.82
引起,2,2.82
后期,2,2.82
收口,2,2.82
止血,2,2.82
行气,2,2.82
痛不可忍,2,2.82
发背,2,2.82
关节,2,2.82
目赤,2,2.82
阴证,2,2.82
妇人,2,2.82
肝气,2,2.82
烦疼,2,2.82
补肝益,2,2.82
心阴,2,2.82
外伤,2,2.82
腹冷痛,2,2.82
或痛,2,2.82
腐烂,2,2.82
伤损,2,2.82
其痛,2,2.82
头痛,2,2.82
营卫,2,2.82
骨刺,2,2.82
不舒,2,2.82
或生,2,2.82
不时,1,1.41
骨痛,1,1.41
阴疽,1,1.41
热微,1,1.41
发生,1,1.41
血热,1,1.41
心悸,1,1.41
跌打,1,1.41
各指,1,1.41
壮腰,1,1.41
淋巴结炎,1,1.41
小儿,1,1.41
指头,1,1.41
消化不良,1,1.41
呕逆,1,1.41
粟米,1,1.41
不消,1,1.41
顺境,1,1.41
逆境,1,1.41
如米,1,1.41
止痛,1,1.41
风火,1,1.41
症生,1,1.41
延至,1,1.41
无头,1,1.41
顽疮,1,1.41
腰背,1,1.41
拔毒,1,1.41
走注,1,1.41
裂开,1,1.41
溃后,1,1.41
脑鼻,1,1.41
血栓,1,1.41
而致,1,1.41
郁滞,1,1.41
流火,1,1.41
脾胃,1,1.41
舒筋,1,1.41
痛痒,1,1.41
酸软,1,1.41
呃逆,1,1.41
布睛,1,1.41
滋养,1,1.41
性交,1,1.41
温中,1,1.41
证候,1,1.41
阳证,1,1.41
攻注,1,1.41
愈者,1,1.41
乳腺癌,1,1.41
瘫痪,1,1.41
回阳,1,1.41
有力,1,1.41
白色,1,1.41
浊气,1,1.41
静脉炎,1,1.41
微黄,1,1.41
红苔黄,1,1.41
脉管炎,1,1.41
呼号,1,1.41
红泡,1,1.41
搜风,1,1.41
或止,1,1.41
妇女,1,1.41
时重,1,1.41
两胁,1,1.41
虚弱,1,1.41
血脉,1,1.41
小肠,1,1.41
逐淤,1,1.41
祛邪,1,1.41
鼓椎风,1,1.41
日久化,1,1.41
内生,1,1.41
舌苔,1,1.41
温经,1,1.41
浑浊,1,1.41
不快,1,1.41
郁气,1,1.41
疏肝解郁,1,1.41
女人,1,1.41
皮肤,1,1.41
肌肉,1,1.41
障目,1,1.41
黑陷,1,1.41
见光,1,1.41
见舌红,1,1.41
膝痛,1,1.41
补肾,1,1.41
肝郁,1,1.41
制酸,1,1.41
酸水,1,1.41
阵阵,1,1.41
血凝,1,1.41
卷毛,1,1.41
正气,1,1.41
或身,1,1.41
心烦,1,1.41
坏疽,1,1.41
胃脘,1,1.41
润燥,1,1.41
时轻,1,1.41
甚剧,1,1.41
通便,1,1.41
皴涩,1,1.41
伤筋动骨,1,1.41
未尽,1,1.41
作痒,1,1.41
留而,1,1.41
红枣,1,1.41
未破者,1,1.41
乳腺,1,1.41
肾虚,1,1.41
经行,1,1.41
相搏,1,1.41
痈疽,1,1.41
壮筋骨,1,1.41
闭塞性,1,1.41
脱骨,1,1.41
肝火,1,1.41
初生,1,1.41
乳癌,1,1.41
皮内,1,1.41
生肌长,1,1.41
心绞痛,1,1.41
多发性,1,1.41
风寒,1,1.41
脉弦数,1,1.41
指缝,1,1.41
消痔,1,1.41
痛极,1,1.41
头重,1,1.41
或出,1,1.41
内阻,1,1.41
湿热型,1,1.41
久痛,1,1.41
节节,1,1.41
赤肿,1,1.41
内盛,1,1.41
常服,1,1.41
痛轻,1,1.41
不宣,1,1.41
肿毒,1,1.41
冷痹,1,1.41
热毒型,1,1.41
疹子,1,1.41
强壮,1,1.41
阴虚,1,1.41
行气活血,1,1.41
四气,1,1.41
昏暗,1,1.41
行动,1,1.41
积寒,1,1.41
脉细数,1,1.41
障眼,1,1.41
上攻,1,1.41
清水,1,1.41
囊性,1,1.41
失眠,1,1.41
之天,1,1.41
热厥,1,1.41
胸胁,1,1.41
其皮,1,1.41
祛瘀,1,1.41
数者,1,1.41
肝经,1,1.41
肺痈,1,1.41
寒暑,1,1.41
流泪,1,1.41
脱落,1,1.41
膀胱,1,1.41
透脓,1,1.41
云翳,1,1.41
散热,1,1.41
痈毒,1,1.41
少阳经,1,1.41
及血,1,1.41
跌仆,1,1.41
痔漏,1,1.41
脉数,1,1.41
已出,1,1.41
补虚,1,1.41
火眼,1,1.41
调和,1,1.41
暴发,1,1.41
寒带,1,1.41
失和,1,1.41
半边,1,1.41
挫伤,1,1.41
动脉,1,1.41
生肌,1,1.41
痛重,1,1.41
生新,1,1.41
风痒,1,1.41
偏正,1,1.41
煮熟,1,1.41
出户,1,1.41
常觉,1,1.41
溃坚,1,1.41
尿频,1,1.41
臭秽,1,1.41
更加,1,1.41
漏肩风,1,1.41
内郁,1,1.41
周身,1,1.41
滋阴,1,1.41
或作,1,1.41
津亏,1,1.41
明目,1,1.41
起一,1,1.41
彻夜,1,1.41
烦躁,1,1.41
袪风,1,1.41
尿血,1,1.41
痿痹,1,1.41
青肿,1,1.41
串痛,1,1.41
风湿性关节炎,1,1.41
贫气,1,1.41
饮食无味,1,1.41
二维,1,1.41
冠心病,1,1.41
薄白,1,1.41
口苦,1,1.41
泻火,1,1.41
血热毒,1,1.41
阻滞,1,1.41
侵至,1,1.41
痘疹,1,1.41
诸毒,1,1.41
黑色,1,1.41
马刀,1,1.41
两眼,1,1.41
上述,1,1.41
精益,1,1.41
胸痹,1,1.41
结毒,1,1.41
性大,1,1.41
短气,1,1.41
血癖,1,1.41
附睛,1,1.41
血虚,1,1.41
脓肿,1,1.41
盆腔炎,1,1.41
结肠,1,1.41
呕吐,1,1.41
大小,1,1.41
血清,1,1.41
骨髓炎,1,1.41
续筋,1,1.41
指节,1,1.41
遇拂抑,1,1.41
倒睫,1,1.41
为风,1,1.41
郁热,1,1.41
发时止,1,1.41
黄疱,1,1.41
脉滑,1,1.41
迎风,1,1.41
行经,1,1.41
乳岩,1,1.41
红少苔,1,1.41
坚硬,1,1.41
感受,1,1.41
嘈杂,1,1.41
膝风,1,1.41
骨折,1,1.41
中焦,1,1.41
自汗,1,1.41
大痛,1,1.41
风轮,1,1.41
历节,1,1.41
舒气,1,1.41
增生,1,1.41
遂致,1,1.41
疳积,1,1.41
苦不欲生,1,1.41
益气,1,1.41
不利,1,1.41
逐寒,1,1.41
短赤,1,1.41
刺痛,1,1.41
