安神,173,70.33
心安神,55,22.36
失眠,46,18.7
化痰,35,14.23
健忘,33,13.41
惊悸,33,13.41
定志,32,13.01
小儿,29,11.79
不足,29,11.79
镇惊,25,10.16
心悸,24,9.76
养血,24,9.76
不安,24,9.76
烦躁,22,8.94
清热,22,8.94
咳嗽,17,6.91
恍惚,16,6.5
怔忡,16,6.5
遗精,15,6.1
惊风,15,6.1
心气,14,5.69
开窍,14,5.69
神经衰弱,14,5.69
盗汗,13,5.28
心肾,12,4.88
养心,11,4.47
气血,11,4.47
头目,11,4.47
滋阴,11,4.47
妇人,11,4.47
耳鸣,11,4.47
益气,11,4.47
镇静,10,4.07
神昏,10,4.07
神志,10,4.07
抽搐,9,3.66
宁心安神,9,3.66
补肾,9,3.66
眩晕,9,3.66
补血,9,3.66
四肢,9,3.66
多梦,9,3.66
以及,9,3.66
气短,9,3.66
补心,9,3.66
胸膈,9,3.66
精神恍惚,9,3.66
清心,8,3.25
产后,8,3.25
癫痫,8,3.25
思虑,8,3.25
言语,8,3.25
补气,8,3.25
两虚,8,3.25
中风,8,3.25
一切,7,2.85
心血,7,2.85
倦怠,7,2.85
谵语,7,2.85
心神,7,2.85
精神,7,2.85
高热,7,2.85
常服,7,2.85
卧不安,7,2.85
饮食,7,2.85
头昏,7,2.85
固精,7,2.85
发热,7,2.85
宁心,7,2.85
心肺,6,2.44
益气养血,6,2.44
虚弱,6,2.44
健脾,6,2.44
虚劳,6,2.44
头晕,6,2.44
益智,6,2.44
泄泻,6,2.44
虚损,6,2.44
失常,6,2.44
虚烦,6,2.44
不能,6,2.44
呕吐,6,2.44
癫狂,6,2.44
自汗,6,2.44
肢体,5,2.03
心烦,5,2.03
定惊,5,2.03
清热解毒,5,2.03
便秘,5,2.03
止咳,5,2.03
崩漏,5,2.03
妇女,5,2.03
不寐,5,2.03
心脾,5,2.03
寒热,5,2.03
不得,5,2.03
肾虚,5,2.03
夜卧,5,2.03
益肾,5,2.03
阴虚,5,2.03
血气,5,2.03
大便,5,2.03
所致,5,2.03
引起,5,2.03
解郁,5,2.03
烦闷,5,2.03
小便,5,2.03
心虚,5,2.03
不定,5,2.03
不舒,5,2.03
风邪,4,1.63
气虚,4,1.63
浮肿,4,1.63
甚则,4,1.63
胸闷,4,1.63
失养,4,1.63
梦寐,4,1.63
睡眠,4,1.63
安神定魄,4,1.63
肌肤,4,1.63
热病,4,1.63
泻火,4,1.63
劳伤,4,1.63
头痛,4,1.63
祛风,4,1.63
聪明,4,1.63
烦燥,4,1.63
骨蒸,4,1.63
不固,4,1.63
急慢,4,1.63
咽喉,4,1.63
面色,4,1.63
疼痛,4,1.63
元气,4,1.63
昏眩,4,1.63
神经错乱,4,1.63
手足,4,1.63
颜色,4,1.63
目昏,4,1.63
虚寒,4,1.63
脾胃,4,1.63
烦躁不安,4,1.63
口苦,4,1.63
舌质,4,1.63
耳目,4,1.63
明目,4,1.63
虚热,4,1.63
狂乱,4,1.63
乏力,4,1.63
补脾,4,1.63
羸瘦,4,1.63
调经,4,1.63
惊狂,4,1.63
忧郁,4,1.63
心忪,4,1.63
无常,4,1.63
清火,4,1.63
五脏,4,1.63
不利,4,1.63
腹胀,4,1.63
发狂,4,1.63
血风,3,1.22
通便,3,1.22
老人,3,1.22
理气,3,1.22
耳聋,3,1.22
肾气,3,1.22
志意,3,1.22
心火,3,1.22
退热,3,1.22
夜梦,3,1.22
精血,3,1.22
过度,3,1.22
口渴,3,1.22
心脏,3,1.22
平肝,3,1.22
食欲不振,3,1.22
腰膝,3,1.22
昏花,3,1.22
急性,3,1.22
健胃,3,1.22
口干,3,1.22
易惊,3,1.22
除烦,3,1.22
止痛,3,1.22
怯弱,3,1.22
牙关紧闭,3,1.22
酸疼,3,1.22
气急,3,1.22
无力,3,1.22
内陷,3,1.22
慢性,3,1.22
心包,3,1.22
冠心病,3,1.22
红少苔,3,1.22
烦热,3,1.22
鬼神,3,1.22
多惊,3,1.22
亲疏,3,1.22
补益,3,1.22
胸胁,3,1.22
痰迷心窍,3,1.22
心神不安,3,1.22
心神不宁,3,1.22
干燥,3,1.22
干咳,3,1.22
语言,3,1.22
神不守舍,3,1.22
悲伤,3,1.22
痫症,3,1.22
短气,3,1.22
惊惕,3,1.22
风痰,3,1.22
解毒,3,1.22
火盛,3,1.22
心跳,3,1.22
惊恐,3,1.22
不遂,3,1.22
活血,3,1.22
风热,3,1.22
惊怖,3,1.22
气滞,3,1.22
半身不遂,3,1.22
肝郁,3,1.22
解热,3,1.22
痰实,3,1.22
消风,3,1.22
豁痰,3,1.22
白浊,3,1.22
血虚,3,1.22
养气,3,1.22
降火,3,1.22
惊厥,3,1.22
情志,3,1.22
口眼,3,1.22
伤寒,3,1.22
火内伏,2,0.81
频数,2,0.81
咯血,2,0.81
养志,2,0.81
痰喘,2,0.81
刺痛,2,0.81
积聚,2,0.81
九窍,2,0.81
上视,2,0.81
时而,2,0.81
邪气,2,0.81
神思,2,0.81
血清,2,0.81
消渴,2,0.81
消瘦,2,0.81
偏亢,2,0.81
心膈,2,0.81
酸软,2,0.81
通络,2,0.81
经期,2,0.81
证候,2,0.81
化滞,2,0.81
发搐,2,0.81
醒脑,2,0.81
经候,2,0.81
脏腑,2,0.81
夜寐不宁,2,0.81
惊痫,2,0.81
夜多,2,0.81
功能,2,0.81
止泻,2,0.81
重镇,2,0.81
癔病,2,0.81
血少,2,0.81
呵欠,2,0.81
健脾胃,2,0.81
润燥,2,0.81
心风,2,0.81
壮热,2,0.81
高血压,2,0.81
更年期,2,0.81
不知,2,0.81
症见,2,0.81
心窍,2,0.81
喜忘,2,0.81
蒙蔽,2,0.81
惊忧,2,0.81
肝火,2,0.81
内伤,2,0.81
喉中,2,0.81
腹疼,2,0.81
血脉,2,0.81
不眠,2,0.81
肺炎,2,0.81
急惊,2,0.81
紊乱,2,0.81
腹痛,2,0.81
受惊吓,2,0.81
阴亏,2,0.81
心绞痛,2,0.81
百病,2,0.81
不清,2,0.81
养阴,2,0.81
睡卧不安,2,0.81
梦多,2,0.81
失次,2,0.81
综合征,2,0.81
熄风,2,0.81
益血,2,0.81
狂躁,2,0.81
