黄芩,栀子,赤芍,白芷,大黄
牛蒡,白糖,粳米
绿豆粉,乳香
黄芩,芍药,甘草,木香,当归
羌活,杏仁,鲜仙人掌,白酒
黄芩,大黄,黄连,地龙,黄柏
干姜,桂,细辛,黑附子,艾曲
盐,姜,糯米,活鲤鱼,苎麻根
防风,大黄,甘草,当归,生地
陈皮,芍药,槟榔,泽泻,威灵仙
辅料,丛枝蓼,白花败酱草
青粱米,车前子
车前子,粳米
陈皮,草果,胡椒,盐,姜
茯苓,陈皮,五味子,甘草,人参
轻粉,朱砂,腰黄,枯矾,灯草灰
朱砂,枯矾,轻扮,胆矾,雄黄
防风,当归,皮硝,黄连,杏仁
茶叶,白糖,粳米
甘草,花粉,雄黄,元连,绿豆面
茯苓,陈皮,泽泻,防己,杏仁
陈皮,丁香,槟榔,青皮,胡椒
葛根,柴胡,射干,白花蛇舌草,荆芥
蓖麻子仁,白胶香
甘草,茴香,川楝,山萸,通草
陈皮,枯矾,胭脂,麝香5厘,龙衣
濂珠,飞青黛,老式大泥冰,西丹参,西月石
枣仁,珍珠,关犀黄,瓜制枪消,真熊胆
炒僵蚕,飞辰砂,梅冰,玄明粉,西月石
皮硝,青黛,山豆根,明矾丹参,硼砂
丹参,青鱼胆,珍珠,梅片5厘,人中白
珍珠,直僵蚕,白玄明粉,明雄精,明硼砂
独活,菖蒲,白芷,赤豆,紫荆皮
芍药,独活,白芷,木蜡,川紫荆皮
麻油,薄荷,苍耳子,液状石腊,白芷
防风,黄芩,大黄,丹皮,甘草
当归,续断,川芎,五加皮,骨碎补
甘草,苍术,北细辛,乳香
鲜败酱草
蓖麻子
香附,五灵脂,黑丑
巴豆,鲫鱼
朱砂,白矾,水银,火消,皂矾
蓖麻子
胡粉,柳白皮,商陆根,白蜡,黄丹
轻粉,密陀僧,黄蜡,象皮,白蜡
轻粉,官粉,樟脑,白蜡,乳香
轻粉,红粉,石膏,樟脑,冰片
螵蛸,石决明,珍珠,炉甘石,麝香
可铁刺,李子树胶,白锡粉,阿飞勇
陈皮,木香,槟榔,香附,羌活
轻粉,黄蜡,官粉,孩儿茶,雄黄
淀粉,糖粉,菠萝香精油,板蓝根
甘草,石膏,寒水石,黄蘖
黄蜡,麻油,百草霜,松香,白蜡
巴豆,山栀,象皮,穿山甲,儿茶
黄芩,大黄,当归,苍术,白蔹
半夏,蒲黄,黄丹,白芷,赤小豆
大黄,甘草,贝母,黄柏,白芷
巴豆,前胡,玄参,斑蝥,犀黄
甘草,石膏,寒水石,黄柏
黄芩,大黄,牡蛎,花粉,无名异
甘草,射干,一点红,九里明
白垩,轻粉,密陀僧,白矾,麝香
大黄,土狗,芫花,甘遂,大戟
甘草,黄连,白矾,鹿角霜,煅硼砂
甘草,黄连,明矾,鹿角霜,炒硼砂
朱砂,制僵蚕,苦瓜霜,胆矾,雄黄
朱砂,硼砂,玄明粉,冰片
黄油,鸡蛋,冰片
螵蛸,黄连,青鱼胆,蕤仁霜,荸荠粉
丹参,珠子,麝香,炉甘石,琥珀
蜈蚣,朱砂,全蝎,雄黄,炙穿山甲
柏子仁,生地,女贞子,陈葫芦,白茅根
樟脑,金不换,茶油清,东丹,乳香
樟脑,三七,东丹,乳香,香油
防风,当归,甘草,桔梗,续断
当归,川芎,麻黄,自然铜,土鳖虫
防风,当归,甘草,桔梗,续断
知母,蜈蚣,皂刺,花粉,山甲
当归,皂角刺,防己,海桐皮,天南星
芥菜花1味
鹅不食草,辛夷花,麻黄素,葡萄糖粉
核桃仁
核桃仁
大黄,独活,老葱,木鳖子肉,白芷
白蔹,定粉,白芷,白胶香,乳香
茯苓,大黄,芍药,地黄,栀子
白术,茯苓,陈皮,木香,槟榔
独活,紫金皮,天南星,白芷,芙蓉叶
防风,丁香,当归,白芍,升麻
大黄,皮硝,桃仁,牡丹,瓜子
大黄,皮硝,桃仁,牡丹,瓜子
大黄,莽草,木通,葶苈
陈皮,大黄,当归,甘草,全蝎
乌蛇,大豆,麻子仁,白酒
防风,牛膝,丹参,生地,独活
甘草,地丁,黑山栀,草河车,银花
黄芩,生地,黄连,白蒺藜,石斛
防风,茯苓,黄芩,大黄,芍药
牛胆,蝈蝈,核桃仁,香油
诃子,月石,胖大海,海浮石
苍术,苦参,山药,白蒺藜,刺猬皮
防风,芍药,甘草,羚羊角,细辛
茯苓,粳米
茯苓,白术,甘草,当归,厚朴
大黄,皮硝,榆面,芙蓉叶
黄芩,大黄,黄连,泽兰叶,黄柏
大黄,黄连,番泻叶,黄柏,冰片
蝉蜕,夏枯草,蔓荆子,荆芥,绿豆
蝉蜕,夏枯草,蔓荆子,荆芥,绿豆
皂角刺,川芎,三棱,桃仁,莪术
黄芩,丹皮,甘草,大青叶,赤芍
肿节风浸膏,薄荷,薄荷
大黄,丹皮,甘草,皮硝,桃仁
红花,苏木,50,两背针,高粱酒
牛膝,当归,防己,鸡血藤,云南白药1瓶
茯苓,泽泻,五加皮,党参,猪苓
陈皮,青皮,甘草3寸半,连翘
抱鸡蛋壳
甘草,防己,葶苈
甘草,瓜蒌,白酒
玉米须,白茅根,西瓜皮,赤小豆,冬瓜皮
丹参,黄连,珍珠,麝香,炉甘石
青皮,胡椒,荜澄茄,莪术,桃仁
黄芩,大黄,甘草,黄连,青黛
黄芩,陈皮,甘草,柴胡,栀子
当归,甘草,栝楼,乳香,没药
甘草,生姜,栝楼,牛蒡
黄芩,当归,阿胶,枳壳,槟榔
牛膝,金钱风,岗梅,山芝麻,毛冬青
丹参,桃仁,莪术,三棱,赤芍
甘草,滑石,雄黄,朱砂面,冰片
苦参,乌梅,归尾,胆矾,甘石
防风,当归,甘草,柴胡,黄连
丁香,肉桂,半夏,川乌,天南星
朴消,葱白,小麦,白矾,五倍子
防风,黄芩,大黄,当归,甘草
大黄,白蔹,黄连,麒麟竭,杏仁
防风,黄芩,葛根,甘草,桔梗
黄芩,大黄,当归,甘草,桔梗
鲜黄花菜,食盐
枣仁,黄芪,白糖,茯苓皮,生姜皮
黄耆,防风,芍药,地黄,芎
黄耆,陈皮,陈皮,麦蘖,陈曲
丹参,白附子,轻粉,白鲜皮,明矾
龙骨,轻粉,红粉,元连,儿茶
黑附子,穿山甲,马钱子
黄耆,大黄,芍药,当归,甘草
陈葫芦粉,粳米
枣仁,葫芦壳,西瓜皮,冬瓜皮
木香,槟榔,破故纸,香附,肉桂
防风,茯苓,大黄,白鲜皮,红花
红蓝花,白酒
红花,酒精,75
轻粉,蜈蚣,银朱,潮脑,松香
防风,当归,红花,白及,赤芍
北细辛,青黛,滑石,朱砂,通草
枯矾面,棉胭脂,冰片
乌贼骨,朱砂,石膏,元明粉,月石
木香,天南星,海带,京墨,五灵脂
防风,丁香,木香,当归,桂心
丹参,珍珠,儿茶,血琥珀,熊胆
木香,槟榔,沉香,白丑,琥珀
冰片面,獾油
大黄,石膏,地榆,獾油
蜈蚣,黄米,菖蒲,雄黄,乳香
轻粉,头发,红粉,蛇蜕,儿茶面
当归,自然铜,土鳖虫,三七,乳香
当归,自然铜,土鳖虫,三七,乳香
