活血化瘀,102,64.97
活血,56,35.67
祛瘀,55,35.03
血瘀,44,28.03
止痛,28,17.83
气滞,27,17.2
瘀血,24,15.29
疼痛,23,14.65
跌打损伤,17,10.83
产后,15,9.55
经络,15,9.55
清热解毒,14,8.92
通络,14,8.92
消肿止痛,13,8.28
妇人,13,8.28
气血,11,7.01
心绞痛,10,6.37
湿热,9,5.73
散结,9,5.73
腹痛,9,5.73
行气,9,5.73
恶露,8,5.1
冠心病,8,5.1
清热,8,5.1
肌肤,7,4.46
宫外孕,7,4.46
利湿,7,4.46
软坚散结,6,3.82
疏肝,6,3.82
疏肝理气,6,3.82
理气止痛,6,3.82
不能,6,3.82
肿痛,6,3.82
舌质,6,3.82
理气,5,3.18
肿胀,5,3.18
寒热,5,3.18
不下,5,3.18
不行,5,3.18
月经,5,3.18
阻络,5,3.18
拒按,5,3.18
所致,5,3.18
骨折,5,3.18
一切,4,2.55
小腹,4,2.55
通经,4,2.55
胸闷,4,2.55
增生,4,2.55
血脉,4,2.55
心腹,4,2.55
急性,4,2.55
脉络,4,2.55
肝肾,4,2.55
肝郁,4,2.55
消症,4,2.55
内阻,4,2.55
慢性,4,2.55
形成,4,2.55
面色,4,2.55
解毒,4,2.55
营卫,4,2.55
甲错,4,2.55
接骨,4,2.55
消肿,4,2.55
刺痛,4,2.55
腹胀满,4,2.55
筋骨,4,2.55
外伤,4,2.55
凝滞,4,2.55
少腹,4,2.55
开窍,4,2.55
后遗症,4,2.55
小儿,3,1.91
阑尾,3,1.91
属于,3,1.91
胸痛,3,1.91
内蕴,3,1.91
妇女,3,1.91
脑血栓,3,1.91
皮肤,3,1.91
劳伤,3,1.91
胃脘,3,1.91
头痛,3,1.91
祛风,3,1.91
乳腺,3,1.91
疏通,3,1.91
初起,3,1.91
经脉,3,1.91
饮食,3,1.91
痛经,3,1.91
日久,3,1.91
脉涩,3,1.91
寒湿,3,1.91
受损,3,1.91
以及,3,1.91
破损,3,1.91
疟母,3,1.91
气短,3,1.91
腹胀痛,3,1.91
腰痛,3,1.91
引起,3,1.91
红肿,3,1.91
发热,3,1.91
止血,3,1.91
不通,3,1.91
不利,3,1.91
佐以,3,1.91
伤筋,3,1.91
阑尾炎,3,1.91
益气,3,1.91
血块,3,1.91
包块,3,1.91
温经散寒,2,1.27
转筋,2,1.27
沉着,2,1.27
肝胆,2,1.27
心悸,2,1.27
风邪,2,1.27
诸疾,2,1.27
积聚,2,1.27
不足,2,1.27
青紫,2,1.27
郁结,2,1.27
吐血,2,1.27
损伤,2,1.27
血肿,2,1.27
顽固性,2,1.27
干血,2,1.27
停滞,2,1.27
软坚,2,1.27
外感,2,1.27
饮水,2,1.27
舒筋,2,1.27
醒脑,2,1.27
沉弦,2,1.27
血积,2,1.27
脏腑,2,1.27
跌打,2,1.27
有力,2,1.27
